4TPBF5T9LAEAW7306,134,5,4.1,11.8
S8RX8U2GKJM97NM0B,107,8,2.9,6.3
L6EB43W1HK1S2Y766,104,6,2.9,6.3
M0HNRAWGU61N98M48,138,6,1.9,6.1
4953086LC3VN3WXWU,155,7,2.3,6.3
TVG6KUC8D6X49X5YJ,121,4,3.0,8.1
JTB055MKXC8KGV325,145,4,4.2,11.8
93ULDFTM73ZLLFTM1,148,4,3.5,8.1
UL5CS0VSLG8Z4KWEA,119,8,2.6,6.3
Z6ZK3FVA8ZDW25CRK,100,7,4.3,11.8
1DYANM63PHZVGXH6R,248,4,3.3,8.1
ZKZAU6P511UZHZV1L,203,8,2.9,6.3
UF1GAEG537A2N08RR,97,8,2.8,6.3
N65Y2TVZEDDETWEV6,166,6,3.4,8.1
ZJKYZS6Z89YBFL6VU,137,7,3.1,8.1
NGSZVU8612FSB1817,139,6,2.6,6.3
GTD1TB1M3U6ZSSZGF,112,8,3.5,8.1
RBU6LBAD2E41LESGZ,248,8,3.3,8.1
SWXJ6VLKABRF62YZ3,158,4,2.0,6.3
BTE4K0UMH1JTT6N0C,231,4,2.7,6.3
NXVHYYESP2TXG936E,186,5,1.3,6.1
WB73SGNHT9BXGGKK8,108,8,2.0,6.3
07TJSUSU3ZANBKBR5,157,7,1.6,6.1
DNB5FK12FLCXYYGWH,247,6,3.5,8.1
31WU36L43M5VSUPB7,95,5,4.3,11.8
XFKZ84VHE2HMEDV9M,214,4,1.4,6.1
8L41W5WHU7CFSWH6P,171,8,4.3,11.8
RAE8HTH2RRFX5730U,107,4,1.3,6.1
RN9FZY9GUNVJRLVLP,234,7,4.5,11.8
RYZ04AZYJLN4HZA7H,192,7,2.5,6.3
L4X13ZYUWXF346CF0,219,6,4.8,11.8
7CML038Y3WN3GEAK1,85,4,3.5,8.1
YT9V4YDU38KNZH1G8,232,5,2.3,6.3
0P0ZM6YFS9SEDEBNT,164,4,3.9,8.1
1K99VN5DPGKW1597J,202,6,1.6,6.1
PU2NPLH4RRX9S6DXL,114,6,2.0,6.3
Z0C3FFKTCMUCGG3NZ,237,8,3.5,8.1
R9U28PH052DRYPWCS,100,5,2.4,6.3
Z60CSK4NH3WA7JDAS,173,5,4.4,11.8
GWV9G2V9227DBHLG3,210,4,4.1,11.8
YUGYF4C3VDBPT8GP0,176,4,2.9,6.3
EKY9C2W9P69XJ8GHE,138,5,3.8,8.1
E2U586TR8NHTNJFFL,109,7,4.9,11.8
3RFC2SUWG3ECGFFHZ,155,4,2.7,6.3
ZHB6NAZRVN4V8XBTT,226,6,3.8,8.1
N4HCE2AJ4SH83GW4F,87,8,1.1,6.1
782CKU4AUB3W4DRD5,242,7,1.6,6.1
7KL30RZB5WPUTY76B,160,8,2.2,6.3
V9GDYUU7DYVC7YZGH,156,7,3.0,8.1
DCFKYTEJAP85CUAPK,218,4,1.6,6.1
DPK3MPC07UE1BJG5Y,93,6,1.9,6.1
NXXD194CS5WJEBP10,167,7,2.8,6.3
PHJBBLYJDW5LDUAZF,91,7,2.7,6.3
FHU7089AG8ZBS9R7J,109,4,3.5,8.1
SAVPNETA4LS4KC5AM,214,7,4.7,11.8
69Y5RG72BK357D3ME,89,7,1.2,6.1
NB6KWCTUB2B9J35Y6,136,8,4.2,11.8
D5LR3Y8W689HZRCHA,82,5,1.2,6.1
CS2D8X0F4BY6S9YY5,138,4,2.3,6.3
5NF56L0JMFUL4GHFL,208,7,2.8,6.3
877WHNWGTE9SSZ519,99,6,2.7,6.3
1P4SDW4YAB57WXTHW,169,7,4.9,11.8
AB3BP64PXDTXR52ZC,154,8,2.8,6.3
FN3PNANDUJF71ZNTY,198,8,1.9,6.1
NB19X3FR6VVE6VHJN,94,6,4.7,11.8
8RD06NX1XCLELZ09M,98,6,3.8,8.1
WGS0VM2N0DP0KGN6C,88,6,4.3,11.8
2A59SD0UGZDP5VXZ4,240,5,4.8,11.8
0R1Z8ST33B62K4HBK,83,5,3.2,8.1
WU98XG76CVX0XXXY5,147,5,2.0,6.3
K5FD4DNGA1P2FZ8KH,174,6,3.3,8.1
ED1ME2Z3FVX57SN1S,161,7,1.3,6.1
E4T8LM1777F7FT0RJ,191,5,2.9,6.3
ZSCNAA4E0A9HSAJ16,223,8,4.2,11.8
P6Y9WYA6TD7UYT8W3,156,5,4.5,11.8
ULTRNF06LUH8H5E8S,112,6,3.8,8.1
A19883TN2M6RYY50X,174,4,4.2,11.8
20SSDN82263G4R1S1,249,4,1.7,6.1
10L3DXJ8RLAXX2WXX,146,7,4.6,11.8
8MNSHTGNCCD48J8HG,177,8,2.6,6.3
BUMKVGCTR6WGN1AAH,155,8,1.3,6.1
Y29VFMYTPZ542K4BG,215,4,4.9,11.8
606ZDMWN6HPDRAK53,187,8,4.0,11.8
7HT1P1WDWSW8E9BUY,199,5,3.6,8.1
SVV51LLKGGGS47DW1,196,4,3.7,8.1
YME1SLGPMZ0G5VC9B,223,8,2.3,6.3
G545MYB6K2U9KSW5Y,153,6,3.1,8.1
4TKYHDLV47Y4EH0R2,234,5,4.6,11.8
B9HFHMRHBX1X2097L,129,6,4.1,11.8
BS1LNA0NY70PEK370,234,7,1.3,6.1
6B01U8BTHMAVGSX3D,161,4,4.4,11.8
Y09KJERBCVCKTSYJ5,157,5,4.9,11.8
2Z2SRX4L7606WMTB5,104,5,4.1,11.8
7C6BLL681Z30CP8DC,203,7,2.3,6.3
6ZL51P3F1Y11P9PJD,236,7,1.1,6.1
7559CULY42TRNJT72,95,8,3.0,8.1
6X127PRWDT4FGTU8K,100,8,1.6,6.1
UVLNM0E7UCDNWLYKE,223,4,2.6,6.3
PGF72L4VDYE1PHWSC,91,8,3.2,8.1
J44MDJ06KZGNKLEZJ,144,5,2.9,6.3
H23VBMY241NEJ2E9R,215,7,3.3,8.1
H9Y023UJ2ZU0Z76T8,88,7,1.5,6.1
8US1TPWFYSZHU2SUG,207,8,2.2,6.3
HMKNF5PBFKL93XDXA,148,6,2.1,6.3
M6GDVBB82E3J7ADX7,135,6,1.4,6.1
22A7A24THK3PR2CMV,209,4,4.2,11.8
YC2MV872C3JMCB0SB,175,8,1.8,6.1
UDAB9ZNFCRYS42XFP,110,8,1.8,6.1
CBHK21WCYNFZHEV2N,106,4,3.7,8.1
2DRKA3C2437CLB2HL,244,5,3.7,8.1
CJVZLG1XAU23RYHEF,140,6,1.4,6.1
5VTL509PXFC9L2L92,87,8,4.6,11.8
JXHXLDBKLHPRRTXK2,237,7,3.5,8.1
LKW89TMWB0A8C708Y,127,8,4.8,11.8
GTY7841WD2P92DCN3,245,8,2.2,6.3
VFP8BZUVALDPZPAC1,117,7,3.2,8.1
V5XLG36R1XL6VPAFM,182,6,2.2,6.3
87A35DULHRVEAW7LH,239,6,1.4,6.1
XYVMXHXRYZNCJXZXD,80,5,3.3,8.1
73TFWZZPRJM7ZBX4B,195,6,2.2,6.3
GWXERJTUA0TKAPBXT,102,7,3.8,8.1
GTBR77Z4Y4XKNYPBG,101,6,3.7,8.1
J6RMFUUA8N8KEV90Z,183,5,4.5,11.8
VHNSY0JDUMR63XJJA,124,8,4.8,11.8
7SPVAFRYXV995PJ5L,98,5,3.7,8.1
7UAX4MS17PJRNY40M,105,5,1.6,6.1
S4MA2KS8FACJ5VC7Y,207,6,1.8,6.1
BZSCKMHSR55L528SJ,156,6,2.3,6.3
4YSSXU20WVLN9RDFE,145,8,2.1,6.3
FAETY8B4DAN3D830A,212,7,4.3,11.8
PPTJK6JF3S9E5B7X7,215,8,4.0,11.8
E1G1VU18JSTJFE090,186,4,1.7,6.1
3LM4P3G2TSAT2V7LG,210,7,1.4,6.1
K49NVJNN6D1XZ91XS,99,8,3.6,8.1
0VKZ13HPU2W8FLBDD,244,5,3.1,8.1
JYS9HM3C6YDVENVU6,114,5,3.7,8.1
T8ZH4JBV42GBPP44A,200,7,3.0,8.1
PX3BLCBFTJF9GL275,125,8,4.3,11.8
FHZUEUCPEYVYV3UBB,142,5,2.3,6.3
6F4R80NXMAJXVRJB2,158,7,2.7,6.3
3EUS2NS92BCU8G8ZV,137,7,3.8,8.1
6B7PYS3G7C8U368A0,188,5,4.0,11.8
D15MEW3RJJ3H9XNBL,211,6,3.8,8.1
HJBXZPRRUUA0TLPMM,179,6,2.8,6.3
WXX4UY4FVUYH3RYTH,201,6,4.4,11.8
2V5HGE12SXWKWE0LB,118,4,1.7,6.1
KYDSM0EXUATZ7Y1H4,80,8,4.1,11.8
R9GT4TUEXJXPB3MT5,169,6,3.8,8.1
50XBGFBAE6P3LWM2M,211,5,4.5,11.8
LG01KP7AXR568MZFF,133,8,3.3,8.1
0P2KHKN84A52J0YTF,224,8,2.8,6.3
FS0RUTLMFLW08D8FD,191,5,1.9,6.1
63TEBA62B2P1C6LFG,171,4,2.6,6.3
B4LPST8T5VLVR53DL,236,4,4.3,11.8
56TNCYEKDDEWFCW05,214,4,3.2,8.1
ZWUSUR4W6W4TYBS9U,163,6,2.3,6.3
F6CG8L1RUZ105ZZFG,217,6,4.5,11.8
11VUX1JCC5EXME0K3,110,5,3.9,8.1
GR30L7ZW6F3SPSETL,213,5,1.8,6.1
TNYTZFJ292YF06N2Z,159,6,2.9,6.3
2KMJ8GRNJYE7EH2VU,217,8,3.7,8.1
XZYNZJ9WP6AAKSXGG,225,4,4.3,11.8
WYK502XTL2H8V4RYY,96,8,2.9,6.3
9A4X5U010DR6J9216,100,7,3.0,8.1
HCWR2W8FXGFC17ZRE,234,4,4.8,11.8
P0VBSESZBXAYWM5Z5,228,6,4.5,11.8
0ATU2XACK2N8ZWU9Y,140,8,4.9,11.8
3TSNTWXNP7E0G0L9E,207,7,1.9,6.1
B61FAZJZF8HHD1B9D,203,4,3.6,8.1
M3NUYYSFXNHZLPGR1,199,7,4.5,11.8
6UJSA10G46MHCV63U,140,7,1.6,6.1
M3A60AFSUJ8E7X0KH,138,5,3.4,8.1
33K1NGYGLGXGRYCLE,158,4,4.1,11.8
2KWE54CC5DY9GG556,122,4,1.6,6.1
K8KMMJS3GT3P51Z6E,91,4,1.0,6.1
PJZE3ZJXE81W0YCMX,198,6,2.0,6.3
CCA8C12MHGDZFYTKA,135,5,4.3,11.8
HDDR0DDYXUG5M4K2A,183,8,4.7,11.8
5H8J7FHH8FKDYBDY8,207,4,1.0,6.1
X21UPX1F9YCKNVSXW,118,4,4.3,11.8
TU3MGPEC3C0KF8Z7G,242,6,1.6,6.1
K7M3DYU0KYRVEG6DJ,99,6,1.0,6.1
B9SEM03SU98XF54XT,219,7,1.0,6.1
H7V8PMWFUR4X4P5XT,237,7,1.6,6.1
NJBE652L2LZUZX4RD,176,6,3.8,8.1
GK41L6DNB3L235FG4,128,5,4.7,11.8
0U5PS0DGWK1RTHC52,177,7,3.7,8.1
TRHMH2T0RHLCWVVE1,111,7,3.5,8.1
57CGJE3RVCC17518G,165,5,2.6,6.3
F6C7THKT7S7S0VVKV,143,4,4.4,11.8
NL7V6N0Z15Y201E4S,157,4,4.5,11.8
8H7A9M0XHPG0RTY3U,118,6,1.5,6.1
XHWH437DBAN18TSC4,149,8,2.3,6.3
A390A54DPWT93E60V,94,6,1.9,6.1
BRG0MZN58CA4S9GTR,94,4,1.1,6.1
WGBWX9G139JVNL35Z,136,8,4.7,11.8
MVYLTJSFMXAYBNVHM,170,6,4.3,11.8
B3PGHFFK2B3EX4PEC,164,6,3.3,8.1
RTHB00LLC2EXG01BE,247,5,4.4,11.8
3SMTDE5AWJTPM3951,124,6,2.9,6.3
LR2ZAL5E02PY79CBX,181,6,3.2,8.1
FK816ESCTWV6S2K84,122,7,4.5,11.8
CYRGHMTV6EU6GC9B3,86,8,1.6,6.1
Y5C4UXRK6Z1GZ4R07,130,4,2.4,6.3
6EJ2VPZC1GW3GDWX1,186,4,2.1,6.3
ENJMG3233WEYCZWZM,91,6,4.9,11.8
NKB8R8T1YW8R2ZYAX,198,4,4.9,11.8
NASM00AHXTCMLXUW9,163,4,4.7,11.8
UNWZYZRHGY6175B83,231,4,1.8,6.1
Y85HFTT0657M8SKRE,111,8,2.1,6.3
DHKXN87X8YC9XHLP4,201,7,3.1,8.1
4ADF2C5H33LRW4LC3,177,4,3.6,8.1
LDHBYX8NV74G83XTY,96,8,3.3,8.1
3CG4PRXMK99X3B2JM,188,5,3.1,8.1
N2RCFVHAJ1X3U95AF,90,8,4.7,11.8
ZHP7S2TAF4TPDSXNE,221,7,3.7,8.1
F9YWXLJW2N3GYY84Z,241,8,2.6,6.3
X31W6RE6DP7C24AUK,164,5,3.6,8.1
4GEB2HRSWR6LEX6RL,133,8,1.0,6.1
Y7A8637LXU6LV448A,127,5,3.6,8.1
RK2J8DC432UEEKNFJ,132,4,3.5,8.1
5E0BV8N9RCFT3NN9T,110,6,2.9,6.3
06PYFYA9YF9SL0MEG,229,7,1.7,6.1
7E7HUWZTGP5F3ETKT,250,6,4.4,11.8
895GU1RDFUYLXYA15,206,5,2.8,6.3
M1AJESV9LXE3P15BP,161,6,1.7,6.1
LDAK0PXTWNYUV5Z77,177,4,1.5,6.1
ATKN8AMV21GZ6PPHH,135,6,3.6,8.1
LLYY3GDB6BJ8L39AN,243,6,3.7,8.1
6S8Y6CFA857T4R87E,114,7,4.3,11.8
VP9ADZZCSVDETE4F7,194,7,3.3,8.1
RRTBA3L3YB5SCY3BW,150,4,2.0,6.3
CBXMYK871K4V3TJNZ,142,8,3.7,8.1
M0JFTS3YXLUCR7PBT,134,6,4.0,11.8
0SD9X33YGXYEU09E3,101,5,2.1,6.3
NXBYPTDAAV9UB42X7,237,6,3.6,8.1
C49J5CT5UX5KZR9PK,150,4,3.0,8.1
1B9PSE5JSCT5CN9V4,117,7,4.1,11.8
G0EVJUUR9J5J4CDHU,179,7,4.1,11.8
PVXVAF3BYA5EA5LT1,244,5,4.1,11.8
B4185BFHCDAWKSPY3,130,6,3.3,8.1
S64A1H04ABUE20RW8,93,6,2.9,6.3
GMAHK4KGESY4UM9K2,124,4,4.1,11.8
9UGLF5VS2R8V4ANF8,90,6,2.5,6.3
74JYX3NW8W4W3C0V1,85,7,4.5,11.8
C4HSRZVW175EDZLDE,174,7,2.4,6.3
Z4VBBXKVWP5X63X70,232,7,4.8,11.8
W592XGK2S4UFU4ADE,171,8,4.8,11.8
XK8ATWP5AUJRX4N4T,149,8,4.0,11.8
6FAYXXUEUXDCU6BT2,201,4,2.6,6.3
2RRGD0PJ7ZLBKLF38,213,8,1.0,6.1
64D61FMR272NDHW58,237,5,1.1,6.1
RUY6S4R2DFPWD9B1M,208,8,4.7,11.8
9BB4H3J3ZTKGEG87L,125,4,2.3,6.3
SVPF5XJ1TSTC457G5,138,8,2.4,6.3
VA0HZVJJ76PKNM7T5,152,5,1.1,6.1
R3TE55WPK5KSM081X,209,8,3.5,8.1
NBG9E5DFY0YCFFJFF,213,5,2.6,6.3
SNA9ZPJWM3FTW15KB,181,7,1.8,6.1
2X7KDW7GLM0Z9CNE7,168,8,4.1,11.8
J1SYBSRTP3A8C1A12,226,7,3.1,8.1
NF99MWU8C6R9JKWGX,137,8,1.0,6.1
APU6MF1KWZN4HMF2M,227,4,2.1,6.3
RSUJDP14MDHMVV1D5,104,7,1.5,6.1
ED6AAAPED2VB4LJ3B,241,6,3.5,8.1
625MKWWWAYSPJ3JAH,248,7,2.2,6.3
LVBDCBPGT7CSKJFAH,182,5,1.6,6.1
KKPSTU6N7TUKM3A68,198,4,2.5,6.3
SK8HHJA9YMESEDT2E,165,8,4.2,11.8
BLKH7R4W4RFK5BDRV,141,7,3.6,8.1
5VH17HTW8TX52V2JA,108,4,1.7,6.1
WRSSB73EPHY0L28H3,171,6,3.6,8.1
9T72SJGBWHHJ1T3G1,202,5,3.7,8.1
REA5799RAVJNYVSLU,125,6,2.0,6.3
GX0LJ9WFNJB06T0M7,232,7,1.6,6.1
Z901NRBGVREVS36J1,101,5,2.9,6.3
T4FTNBVRCC11U5D0A,229,6,1.4,6.1
NGYC330PRR09K4PX1,130,6,4.6,11.8
759G2HUNCYTBPZHDH,186,4,1.2,6.1
6TUD3606X7KNBL717,148,5,1.5,6.1
3TE2FC1R8DY7CL8H6,91,6,2.5,6.3
SHVT02KJYE207SH8W,238,7,2.0,6.3
CGR24J4ZE5751BLAL,94,7,1.8,6.1
SCXWYBWS7NU483KAW,82,5,1.3,6.1
CTMG6V21SX9NWZT2T,218,7,2.3,6.3
P063YC0LCWPGK4VKX,140,7,1.8,6.1
SS9EVBY82WZ834TFV,232,7,2.3,6.3
UVA1WW42JH90F0LGW,113,7,4.4,11.8
GWCMB7S3UKKUW5HP0,200,5,1.5,6.1
9JFSBHDE3A32B002G,159,7,1.5,6.1
R32KC7Z0GMAHWHJPM,104,4,4.4,11.8
270U54ZUJFVWXVMSZ,245,8,3.5,8.1
ZDGFJ1MCLNJ0LTD62,195,8,2.2,6.3
4H0BDHRVG6J0DBSGZ,80,8,1.6,6.1
SRTU4NERDD8M8FJ56,91,6,4.1,11.8
KC92VBYXD43R9Y8N0,148,4,3.3,8.1
GFY4YAKA4EA6ZGSW6,101,6,2.2,6.3
GM7WJN4S783GWA4C1,173,6,1.6,6.1
HCYZTWNK2TJE28TYH,142,7,2.0,6.3
X5JYAA3SL9CN137H4,237,7,2.4,6.3
2TTY6J9AKYEDZ0LWM,230,7,3.6,8.1
5GRB6SPRSEFK28B61,230,8,4.3,11.8
7150E4L0NTC0LVF0A,197,4,4.4,11.8
86WCW05V1WPPVG5DW,164,6,4.5,11.8
80FGVG5EPT85DNSEZ,119,8,1.7,6.1
LMKLN3U9W39JR3LCY,164,7,1.9,6.1
4XJUVLZAPEN6CSF5K,176,4,3.6,8.1
14DMSC18GB0XKMBNL,161,4,2.8,6.3
PA1ZMBJATC1RK726D,140,5,3.6,8.1
HSP28L6RAFKF9CDVB,173,6,1.7,6.1
FFHSNLVSCEPBMXEHN,155,7,2.5,6.3
81XA8DSW0RW2SRAW2,186,7,1.9,6.1
Z9UXMZ84XRYFZUJTE,220,7,2.5,6.3
NSHJ879S2RTL9W6K1,136,4,1.0,6.1
TE16C7D467SPYGSLL,242,4,2.0,6.3
RLJYFFWN7NSTW2003,239,7,1.9,6.1
T1XSVSNHKBJSEYPD9,248,6,4.6,11.8
8DGV0JE2V1XSBXY42,235,8,3.0,8.1
GSTDYGK8KUS5PS2B6,154,4,3.7,8.1
VPWMN8Y04YVSVZ7H9,192,4,1.6,6.1
FGW3EY62FMYKRX9KK,82,6,3.7,8.1
1KPDB8JJ32FNKZGR8,139,6,3.8,8.1
W76HVNGVCFPJSV40E,82,6,3.0,8.1
3GSJBKRT4ACE5VAY4,156,6,4.9,11.8
FRLMX0TELA3CY6K07,126,8,4.3,11.8
2LWJ20CJRWEB6PPB8,170,8,2.7,6.3
S47M4JHR52N5B4G0U,194,4,4.3,11.8
GGTG97TAW3SMKHPVV,101,7,1.8,6.1
ASCPHVY2EPGRAS86B,161,6,1.3,6.1
VW8M0PAET6SJG00NR,147,7,2.5,6.3
JSBDBYATLN65MP6E4,123,4,2.6,6.3
JMTELH35N685G0SUW,145,8,3.3,8.1
FLYTG1ECM1PDTW2P0,228,5,4.9,11.8
YSU29KK0BWV3F2MLX,94,4,2.4,6.3
2PZ044YCWRZB7M9E0,190,7,1.1,6.1
HC7XTDF05ZCH1MWK3,111,4,1.6,6.1
YVEFNWBE63HWAZAAE,205,4,2.7,6.3
F21GBNBXXZ6UXE5LL,234,7,3.4,8.1
3SPHYDJK1N2W64UY0,87,7,3.4,8.1
4PB5VVPC0AJKYA0R7,149,7,3.1,8.1
V3JW9VJ8303F5EW0D,114,4,1.8,6.1
AGFLRERLN1ZTJWTDV,211,4,4.4,11.8
FJ4KN3PLA5LXEH3PS,201,6,4.1,11.8
217SCRCD558SP0KH9,152,4,1.3,6.1
B495B19VG0LGTG109,155,7,1.3,6.1
1R29SNWBJFD6PEV1C,231,4,3.2,8.1
ZDS0ASV9Y9UY4PANA,228,6,4.1,11.8
YULA66TCSCASHFPSD,186,5,1.8,6.1
7J7K5ER9KKZME9AUV,90,5,3.1,8.1
TRFMSYR9P2SA90EA4,187,5,3.1,8.1
K1KSW086X809SLKHH,193,6,1.0,6.1
6JUUBKKVJ8SPLT4M4,202,6,1.3,6.1
CECVFHBWK9LV72EBW,198,5,3.2,8.1
6ZV1U3HSLDGZL2C8M,130,6,2.9,6.3
17YVP9PTM37U05WZD,143,4,4.2,11.8
UV3SYFTV1KALDHBJ7,139,4,3.0,8.1
KY987GXF709B521NZ,169,8,3.2,8.1
HSVJRPD5SGSXWX49C,197,7,3.1,8.1
NKA97VY2SHG0DPFBW,111,6,3.4,8.1
42SAJMT82SUS54CPS,206,8,2.0,6.3
JDELZRSEGE6UZERGS,210,7,2.7,6.3
8Y5TPALER204TKU43,229,8,1.3,6.1
MPUMW8RALDA58CAPZ,172,5,1.9,6.1
HJW9KGPCF0K03BLWA,143,4,1.1,6.1
MXSXDV2X68TXN4HY9,92,6,2.0,6.3
08X5LC6BU1RM5RWLS,219,4,1.0,6.1
DN18BJGUU692R030G,164,8,2.1,6.3
S53PV1A84VDD5ZX3Z,137,4,4.6,11.8
G48U315J7PC4XG055,235,6,3.6,8.1
MMLEDXHDR8VDD1HJB,199,7,1.4,6.1
NCZ3BLD6TYLDRBSGS,225,5,4.8,11.8
305VDCXU85DM0MEPD,207,7,3.4,8.1
UDLXYUGFWJC2KP1YB,111,8,4.8,11.8
MGUVB0YDNNUMEH69F,104,6,4.5,11.8
LCSBZ9M16D1329MTD,140,7,1.6,6.1
WB4G1JGWSFCJ3ARCM,243,7,1.2,6.1
AYKR2BU6682GP60UR,221,8,2.1,6.3
0LT4B6XWF2E868PVA,214,4,3.0,8.1
3GW7TTV7DER1GKD0E,128,4,1.2,6.1
A396GAMYHBFXJUWD2,152,4,4.5,11.8
8CLHEH93GK9FK02SN,228,8,1.3,6.1
SPUTCGGWWRYMGZZCD,106,6,4.5,11.8
0A6SBVLUJCC875S98,119,8,3.7,8.1
38SNL8M0167MF1TZ0,183,7,3.9,8.1
JP12JA2VX6WUHX95B,130,8,2.2,6.3
VYZZNLEWXYJ4AC7YN,224,5,4.5,11.8
GJ14F7TWKE4GDVDJ8,176,7,4.7,11.8
CW66LD5CHFP7N0XYU,246,5,3.2,8.1
XGSU8GCC6K379A413,146,6,2.3,6.3
1VPM5R3NNP7EXZ2XZ,216,6,1.4,6.1
7F2K21CBTZGMN93N0,141,5,3.1,8.1
E9RX33ZNSC865ETTH,82,7,2.1,6.3
LHDYFVJHT4FPBN8UY,214,6,2.6,6.3
2C2754TJDZ6P2FNN2,249,6,3.1,8.1
8HCY6TAPN57YBKCZY,115,6,2.3,6.3
SE98WEJP9DST19G3L,134,8,4.6,11.8
C2V2AXY6AKHA8PEJZ,163,5,2.9,6.3
DL7WXFHV92WAC3D0Y,84,4,1.4,6.1
JZWU0TW89WNMUPBGE,87,8,1.0,6.1
JADS71225D3A5LPBZ,149,5,2.4,6.3
W4LU6AC631NF3JYC2,151,4,2.3,6.3
E052E6HYPHY1SKWX5,250,8,2.7,6.3
H8NGY4FFG7BLG1CWR,250,6,4.1,11.8
GSHV68N3YRB6ZR68L,81,4,3.0,8.1
F9UEJBPJYNHVS21WY,112,7,1.9,6.1
VR0DC7WWG0SDXTYW3,204,5,4.6,11.8
E7Z7EVPS0CAFY1LYD,234,8,3.1,8.1
7JD1BLGTT186T1ZRV,120,7,1.8,6.1
XMXMCTZULC69KNVS8,164,4,2.0,6.3
B0332SPCBDUZTKU9B,96,6,3.0,8.1
CRAKNK25281J17BFV,165,5,2.2,6.3
WJFPN2VY7SU62EUBJ,185,4,4.3,11.8
1DAW6RDL6M2EBRP3U,235,8,1.1,6.1
FC15HP83KE6RSCJJS,146,7,2.3,6.3
42727MACXVJP6X6G9,209,8,2.1,6.3
KN3Y3B0J4D0HU3N7K,161,6,4.7,11.8
69HYVVCP1P9620VMW,248,6,3.4,8.1
797J6UB2KFNAXTJJY,175,4,4.0,11.8
BC1KVFRKV0FP08EV4,100,7,3.1,8.1
MK0A64H4C9G4T3ZXP,118,4,1.2,6.1
2E87HL6D18BFKBRD1,187,7,1.0,6.1
YJPKJKLTYLND91ZUR,97,5,4.4,11.8
N7FMSJH5P7UJ9ESN8,202,6,1.7,6.1
U27DGNU0L31CGCGZS,188,4,4.7,11.8
U3PZTJ3FJ1WHCZUEE,177,6,1.3,6.1
PGKU78ZKAEAP4Y55B,119,4,3.4,8.1
WMZLESL92JB29SVFJ,248,7,4.7,11.8
NFPC9NPDD2J5DV601,81,5,4.4,11.8
T6X67UFBP2Z52UP5A,152,6,3.9,8.1
XLE3WSRB8ZMW5WVU3,227,7,4.7,11.8
E1SH26N93LDEDF0AT,144,6,3.4,8.1
TW8VAN8KKF1UJE021,116,6,3.7,8.1
GEUP7D2VTTRNP69R6,249,6,3.0,8.1
1ATZ2FYH48Y4TLR0M,175,5,2.1,6.3
